score,content,case folding,remove punctuation,tokenizing,stopword,normalized
5,Gimana nih kok gak bisa muncul daftarnya tiket mudik gratis nya,gimana nih kok gak bisa muncul daftarnya tiket mudik gratis nya,gimana    bisa muncul daftarnya tiket mudik gratis ,"['gimana', 'bisa', 'muncul', 'daftarnya', 'tiket', 'mudik', 'gratis']","['gimana', 'muncul', 'daftarnya', 'tiket', 'mudik', 'gratis']","['bagaimana', 'muncul', 'daftarnya', 'tiket', 'pulang', 'kampung', 'gratis']"
5,Alhamdulillah langsung bisa login,alhamdulillah langsung bisa login,alhamdulillah langsung bisa login,"['alhamdulillah', 'langsung', 'bisa', 'login']","['alhamdulillah', 'langsung', 'login']","['alhamdulillah', 'langsung', 'masuk', 'aplikasi']"
5,Dengan adanya program mudik gratis ini saya sekeluarga mengucapkan terima kasih banyak kepada Kemenhub,dengan adanya program mudik gratis ini saya sekeluarga mengucapkan terima kasih banyak kepada kemenhub,dengan adanya program mudik gratis  saya sekeluarga mengucapkan terima kasih banyak kepada kemenhub,"['dengan', 'adanya', 'program', 'mudik', 'gratis', 'saya', 'sekeluarga', 'mengucapkan', 'terima', 'kasih', 'banyak', 'kepada', 'kemenhub']","['program', 'mudik', 'gratis', 'sekeluarga', 'terima', 'kasih', 'kemenhub']","['program', 'pulang', 'kampung', 'gratis', 'sekeluarga', 'terima', 'kasih', 'kemenhub']"
5,Mantap keren buat mudik gratis,mantap keren buat mudik gratis,mantap keren buat mudik gratis,"['mantap', 'keren', 'buat', 'mudik', 'gratis']","['mantap', 'keren', 'mudik', 'gratis']","['bagus', 'keren', 'pulang', 'kampung', 'gratis']"
5,Layanan sangat memuaskan ...,layanan sangat memuaskan ...,layanan sangat memuaskan,"['layanan', 'sangat', 'memuaskan']","['layanan', 'memuaskan']","['layanan', 'memuaskan']"
5,lope banget bisa membantu perekonomian,lope banget bisa membantu perekonomian,lope banget bisa membantu perekonomian,"['lope', 'banget', 'bisa', 'membantu', 'perekonomian']","['lope', 'banget', 'membantu', 'perekonomian']","['lope', 'sekali', 'membantu', 'perekonomian']"
5,Pelayan dengan baik (terimakasih kk),pelayan dengan baik (terimakasih kk),pelayan dengan baik terimakasih ,"['pelayan', 'dengan', 'baik', 'terimakasih']","['pelayan', 'terimakasih']","['pelayan', 'terima', 'kasih']"
5,Terimakasih pelayanan bagus,terimakasih pelayanan bagus,terimakasih pelayanan bagus,"['terimakasih', 'pelayanan', 'bagus']","['terimakasih', 'pelayanan', 'bagus']","['terima', 'kasih', 'pelayanan', 'bagus']"
5,Pelayanan sangat bagusssssss,pelayanan sangat bagusssssss,pelayanan sangat bagusssssss,"['pelayanan', 'sangat', 'bagusssssss']","['pelayanan', 'bagusssssss']","['pelayanan', 'bagusssssss']"
5,Sangat membantu aplikasinya,sangat membantu aplikasinya,sangat membantu aplikasinya,"['sangat', 'membantu', 'aplikasinya']","['membantu', 'aplikasinya']","['membantu', 'aplikasi', 'nya']"
5,Trimakasih aplikasinya .sangat membantu kami,trimakasih aplikasinya .sangat membantu kami,trimakasih aplikasinya sangat membantu kami,"['trimakasih', 'aplikasinya', 'sangat', 'membantu', 'kami']","['trimakasih', 'aplikasinya', 'membantu']","['terima', 'kasih', 'aplikasi', 'nya', 'membantu']"
5,Terbaik sudah bisa pesan mudikgratis2023,terbaik sudah bisa pesan mudikgratis2023,terbaik sudah bisa pesan mudikgratis,"['terbaik', 'sudah', 'bisa', 'pesan', 'mudikgratis']","['terbaik', 'pesan', 'mudikgratis']","['terbaik', 'pesan', 'mudikgratis']"
5,alhamdulillah aplikasi lbh baik,alhamdulillah aplikasi lbh baik,alhamdulillah aplikasi  baik,"['alhamdulillah', 'aplikasi', 'baik']","['alhamdulillah', 'aplikasi']","['alhamdulillah', 'aplikasi']"
5,Sangat bermanfaat bagi pengguna,sangat bermanfaat bagi pengguna,sangat bermanfaat bagi pengguna,"['sangat', 'bermanfaat', 'bagi', 'pengguna']","['bermanfaat', 'pengguna']","['bermanfaat', 'pengguna']"
5,Sangat membantu untuk cari tiket mudik gratis... Tahun kemarin ikut mudik gratis mitra darat...semoga tahun ini juga bisa ikut mudik bareng mitra darat...,sangat membantu untuk cari tiket mudik gratis... tahun kemarin ikut mudik gratis mitra darat...semoga tahun ini juga bisa ikut mudik bareng mitra darat...,sangat membantu untuk cari tiket mudik gratis tahun kemarin ikut mudik gratis mitra daratsemoga tahun  juga bisa ikut mudik bareng mitra darat,"['sangat', 'membantu', 'untuk', 'cari', 'tiket', 'mudik', 'gratis', 'tahun', 'kemarin', 'ikut', 'mudik', 'gratis', 'mitra', 'daratsemoga', 'tahun', 'juga', 'bisa', 'ikut', 'mudik', 'bareng', 'mitra', 'darat']","['membantu', 'cari', 'tiket', 'mudik', 'gratis', 'kemarin', 'mudik', 'gratis', 'mitra', 'daratsemoga', 'mudik', 'bareng', 'mitra', 'darat']","['membantu', 'cari', 'tiket', 'pulang', 'kampung', 'gratis', 'kemarin', 'pulang', 'kampung', 'gratis', 'mitra', 'daratsemoga', 'pulang', 'kampung', 'bareng', 'mitra', 'darat']"
5,sangat membantu mantap,sangat membantu mantap,sangat membantu mantap,"['sangat', 'membantu', 'mantap']","['membantu', 'mantap']","['membantu', 'bagus']"
5,Sangat membantu rakya Indonesia.,sangat membantu rakya indonesia.,sangat membantu rakya indonesia,"['sangat', 'membantu', 'rakya', 'indonesia']","['membantu', 'rakya', 'indonesia']","['membantu', 'rakya', 'indonesia']"
5,Aplikasi bagus dan keren,aplikasi bagus dan keren,aplikasi bagus  keren,"['aplikasi', 'bagus', 'keren']","['aplikasi', 'bagus', 'keren']","['aplikasi', 'bagus', 'keren']"
5,Aplikasi bagus semoga bermanfaat,aplikasi bagus semoga bermanfaat,aplikasi bagus semoga bermanfaat,"['aplikasi', 'bagus', 'semoga', 'bermanfaat']","['aplikasi', 'bagus', 'semoga', 'bermanfaat']","['aplikasi', 'bagus', 'semoga', 'bermanfaat']"
5,"Alhamdulillah dapat mudik gratis PP, terima kasih mitra darat","alhamdulillah dapat mudik gratis pp, terima kasih mitra darat",alhamdulillah dapat mudik gratis  terima kasih mitra darat,"['alhamdulillah', 'dapat', 'mudik', 'gratis', 'terima', 'kasih', 'mitra', 'darat']","['alhamdulillah', 'mudik', 'gratis', 'terima', 'kasih', 'mitra', 'darat']","['alhamdulillah', 'pulang', 'kampung', 'gratis', 'terima', 'kasih', 'mitra', 'darat']"
5,"Alhamdukilah, mudik balik kampung,terimakasih kemenhup sukses terus","alhamdukilah, mudik balik kampung,terimakasih kemenhup sukses terus",alhamdukilah mudik balik kampungterimakasih kemenhup sukses terus,"['alhamdukilah', 'mudik', 'balik', 'kampungterimakasih', 'kemenhup', 'sukses', 'terus']","['alhamdukilah', 'mudik', 'kampungterimakasih', 'kemenhup', 'sukses']","['alhamdukilah', 'pulang', 'kampung', 'kampungterimakasih', 'kemenhup', 'sukses']"
5,"Alhamdulillah, Terima ksh Ditjen Hubdat akhirnya thn ini bisa mudik gratis😍😘","alhamdulillah, terima ksh ditjen hubdat akhirnya thn ini bisa mudik gratis😍😘",alhamdulillah terima  ditjen hubdat akhirnya   bisa mudik gratis,"['alhamdulillah', 'terima', 'ditjen', 'hubdat', 'akhirnya', 'bisa', 'mudik', 'gratis']","['alhamdulillah', 'terima', 'ditjen', 'hubdat', 'mudik', 'gratis']","['alhamdulillah', 'terima', 'ditjen', 'hubdat', 'pulang', 'kampung', 'gratis']"
5,keren n sangat membantu,keren n sangat membantu,keren  sangat membantu,"['keren', 'sangat', 'membantu']","['keren', 'membantu']","['keren', 'membantu']"
5,"Minn kok tiketnya pada habiss , emang gaa bisa ditambahin lagi?","minn kok tiketnya pada habiss , emang gaa bisa ditambahin lagi?",minn  tiketnya pada habiss emang  bisa ditambahin lagi,"['minn', 'tiketnya', 'pada', 'habiss', 'emang', 'bisa', 'ditambahin', 'lagi']","['minn', 'tiketnya', 'habiss', 'emang', 'ditambahin']","['minn', 'tiketnya', 'habiss', 'memang', 'ditambahin']"
5,Aplikasi nya mudah,aplikasi nya mudah,aplikasi  mudah,"['aplikasi', 'mudah']","['aplikasi', 'mudah']","['aplikasi', 'mudah']"
5,sangat berguna bagi yang mau mudik,sangat berguna bagi yang mau mudik,sangat berguna bagi yang  mudik,"['sangat', 'berguna', 'bagi', 'yang', 'mudik']","['berguna', 'mudik']","['berguna', 'pulang', 'kampung']"
5,terima kasih sangat membantu sekali,terima kasih sangat membantu sekali,terima kasih sangat membantu sekali,"['terima', 'kasih', 'sangat', 'membantu', 'sekali']","['terima', 'kasih', 'membantu']","['terima', 'kasih', 'membantu']"
5,"Terima kasih telah memberikan fasilitas mudik gratis,","terima kasih telah memberikan fasilitas mudik gratis,",terima kasih telah memberikan fasilitas mudik gratis,"['terima', 'kasih', 'telah', 'memberikan', 'fasilitas', 'mudik', 'gratis']","['terima', 'kasih', 'fasilitas', 'mudik', 'gratis']","['terima', 'kasih', 'fasilitas', 'pulang', 'kampung', 'gratis']"
5,bagus dan mengasyikan,bagus dan mengasyikan,bagus  mengasyikan,"['bagus', 'mengasyikan']","['bagus', 'mengasyikan']","['bagus', 'mengasyikan']"
5,Aplikasi lancar jaya,aplikasi lancar jaya,aplikasi lancar jaya,"['aplikasi', 'lancar', 'jaya']","['aplikasi', 'lancar', 'jaya']","['aplikasi', 'lancar', 'jaya']"
5,ngebantu bangetttt sih keren...,ngebantu bangetttt sih keren...,ngebantu bangetttt  keren,"['ngebantu', 'bangetttt', 'keren']","['ngebantu', 'bangetttt', 'keren']","['membantu', 'bangetttt', 'keren']"
5,Mantab lebih mudah mengetahui tute atau info tentsng mudik,mantab lebih mudah mengetahui tute atau info tentsng mudik,mantab lebih mudah mengetahui tute atau info tentsng mudik,"['mantab', 'lebih', 'mudah', 'mengetahui', 'tute', 'atau', 'info', 'tentsng', 'mudik']","['mantab', 'mudah', 'tute', 'info', 'tentsng', 'mudik']","['keren', 'mudah', 'tute', 'informasi', 'tentsng', 'pulang', 'kampung']"
5,Pelayanan baik sekali.,pelayanan baik sekali.,pelayanan baik sekali,"['pelayanan', 'baik', 'sekali']",['pelayanan'],['pelayanan']
5,Sangat membantu kita dalam informasi mudik gratis,sangat membantu kita dalam informasi mudik gratis,sangat membantu kita dalam informasi mudik gratis,"['sangat', 'membantu', 'kita', 'dalam', 'informasi', 'mudik', 'gratis']","['membantu', 'informasi', 'mudik', 'gratis']","['membantu', 'informasi', 'pulang', 'kampung', 'gratis']"
5,Ini daftar sekarang mudik taun depan yah,ini daftar sekarang mudik taun depan yah, daftar sekarang mudik taun depan ,"['daftar', 'sekarang', 'mudik', 'taun', 'depan']","['daftar', 'mudik', 'taun']","['daftar', 'pulang', 'kampung', 'taun']"
5,Baik... Palayanannya ramah,baik... palayanannya ramah,baik palayanannya ramah,"['baik', 'palayanannya', 'ramah']","['palayanannya', 'ramah']","['palayanannya', 'ramah']"
5,"Sangat bermanfaat, terima kasih","sangat bermanfaat, terima kasih",sangat bermanfaat terima kasih,"['sangat', 'bermanfaat', 'terima', 'kasih']","['bermanfaat', 'terima', 'kasih']","['bermanfaat', 'terima', 'kasih']"
5,"Aplikasi yg keren nich,ad info2 dsni","aplikasi yg keren nich,ad info2 dsni",aplikasi  keren nichad info dsni,"['aplikasi', 'keren', 'nichad', 'info', 'dsni']","['aplikasi', 'keren', 'nichad', 'info', 'dsni']","['aplikasi', 'keren', 'nichad', 'informasi', 'disini']"
5,Trimakasih mitra darat.sukses selalu,trimakasih mitra darat.sukses selalu,trimakasih mitra daratsukses selalu,"['trimakasih', 'mitra', 'daratsukses', 'selalu']","['trimakasih', 'mitra', 'daratsukses']","['terima', 'kasih', 'mitra', 'daratsukses']"
5,Saya membantu aplikasi mitra darat buat mudik lebaran ke kampung,saya membantu aplikasi mitra darat buat mudik lebaran ke kampung,saya membantu aplikasi mitra darat buat mudik lebaran  kampung,"['saya', 'membantu', 'aplikasi', 'mitra', 'darat', 'buat', 'mudik', 'lebaran', 'kampung']","['membantu', 'aplikasi', 'mitra', 'darat', 'mudik', 'lebaran', 'kampung']","['membantu', 'aplikasi', 'mitra', 'darat', 'pulang', 'kampung', 'lebaran', 'kampung']"
5,Semoga bisa ikut mudik gratis lagi THN ini,semoga bisa ikut mudik gratis lagi thn ini,semoga bisa ikut mudik gratis lagi  ,"['semoga', 'bisa', 'ikut', 'mudik', 'gratis', 'lagi']","['semoga', 'mudik', 'gratis']","['semoga', 'pulang', 'kampung', 'gratis']"
5,Ok sih.. Tapi belum dapet tiket ny..,ok sih.. tapi belum dapet tiket ny..,  tapi belum dapet tiket ,"['tapi', 'belum', 'dapet', 'tiket']","['dapet', 'tiket']","['dapatenggak', ':', 'tidak', 'tiket']"
5,Otp nya ko ga muncul yah ?,otp nya ko ga muncul yah ?,    muncul ,['muncul'],['muncul'],['muncul']
5,"Mantap....jadi bisa mudik Gratis nih, terimakasih MitraDarat, Kemenhub","mantap....jadi bisa mudik gratis nih, terimakasih mitradarat, kemenhub",mantapjadi bisa mudik gratis  terimakasih mitradarat kemenhub,"['mantapjadi', 'bisa', 'mudik', 'gratis', 'terimakasih', 'mitradarat', 'kemenhub']","['mantapjadi', 'mudik', 'gratis', 'terimakasih', 'mitradarat', 'kemenhub']","['mantapjadi', 'pulang', 'kampung', 'gratis', 'terima', 'kasih', 'mitradarat', 'kemenhub']"
5,"Min kok saya login gk ada suruh masukin nomor ya, trus menunyya cuman chek laik sama trucking bus. Gimana min?","min kok saya login gk ada suruh masukin nomor ya, trus menunyya cuman chek laik sama trucking bus. gimana min?",  saya login   suruh masukin nomor  trus menunyya cuman chek laik sama trucking  gimana ,"['saya', 'login', 'suruh', 'masukin', 'nomor', 'trus', 'menunyya', 'cuman', 'chek', 'laik', 'sama', 'trucking', 'gimana']","['login', 'suruh', 'masukin', 'nomor', 'trus', 'menunyya', 'cuman', 'chek', 'laik', 'trucking', 'gimana']","['masuk', 'aplikasi', 'suruh', 'masukkan', 'nomor', 'lalu', 'menunyya', 'hanya', 'chek', 'laik', 'trucking', 'bagaimana']"
5,Terimakasih kemenhub sudah mengadakan mudik gratis,terimakasih kemenhub sudah mengadakan mudik gratis,terimakasih kemenhub sudah mengadakan mudik gratis,"['terimakasih', 'kemenhub', 'sudah', 'mengadakan', 'mudik', 'gratis']","['terimakasih', 'kemenhub', 'mengadakan', 'mudik', 'gratis']","['terima', 'kasih', 'kemenhub', 'mengadakan', 'pulang', 'kampung', 'gratis']"
5,Sangat membantu masyarakat,sangat membantu masyarakat,sangat membantu masyarakat,"['sangat', 'membantu', 'masyarakat']","['membantu', 'masyarakat']","['membantu', 'masyarakat']"
5,ok dapet tiket. butuh perjuangan,ok dapet tiket. butuh perjuangan, dapet tiket butuh perjuangan,"['dapet', 'tiket', 'butuh', 'perjuangan']","['dapet', 'tiket', 'butuh', 'perjuangan']","['dapatenggak', ':', 'tidak', 'tiket', 'membutuhkan', 'perjuangan']"
5,sangat mantap mantul manis meriah cihuuyy,sangat mantap mantul manis meriah cihuuyy,sangat mantap mantul manis meriah cihuuyy,"['sangat', 'mantap', 'mantul', 'manis', 'meriah', 'cihuuyy']","['mantap', 'mantul', 'manis', 'meriah', 'cihuuyy']","['bagus', 'mantap', 'sekali', 'manis', 'meriah', 'cihuuyy']"
5,Bagus banget dan sngt membantu,bagus banget dan sngt membantu,bagus banget  sngt membantu,"['bagus', 'banget', 'sngt', 'membantu']","['bagus', 'banget', 'sngt', 'membantu']","['bagus', 'sekali', 'sangat', 'membantu']"
5,Mudah2 an bisa dapat kouta mudik,mudah2 an bisa dapat kouta mudik,mudah  bisa dapat kouta mudik,"['mudah', 'bisa', 'dapat', 'kouta', 'mudik']","['mudah', 'kouta', 'mudik']","['mudah', 'kouta', 'pulang', 'kampung']"
5,Terima kasih mitra darat Terimakasih banyak,terima kasih mitra darat terimakasih banyak,terima kasih mitra darat terimakasih banyak,"['terima', 'kasih', 'mitra', 'darat', 'terimakasih', 'banyak']","['terima', 'kasih', 'mitra', 'darat', 'terimakasih']","['terima', 'kasih', 'mitra', 'darat', 'terima', 'kasih']"
5,Bisa Daftar Mudik Gratis 2023 disini... keren 👍👍,bisa daftar mudik gratis 2023 disini... keren 👍👍,bisa daftar mudik gratis disini keren,"['bisa', 'daftar', 'mudik', 'gratis', 'disini', 'keren']","['daftar', 'mudik', 'gratis', 'keren']","['daftar', 'pulang', 'kampung', 'gratis', 'keren']"
5,Terimakasih telah membantu kami para perantau untuk mudik dgn gratis,terimakasih telah membantu kami para perantau untuk mudik dgn gratis,terimakasih telah membantu kami para perantau untuk mudik  gratis,"['terimakasih', 'telah', 'membantu', 'kami', 'para', 'perantau', 'untuk', 'mudik', 'gratis']","['terimakasih', 'membantu', 'perantau', 'mudik', 'gratis']","['terima', 'kasih', 'membantu', 'perantau', 'pulang', 'kampung', 'gratis']"
5,Aplikasi nya sangat membantu,aplikasi nya sangat membantu,aplikasi  sangat membantu,"['aplikasi', 'sangat', 'membantu']","['aplikasi', 'membantu']","['aplikasi', 'membantu']"
5,cakep dan mantap,cakep dan mantap,cakep  mantap,"['cakep', 'mantap']","['cakep', 'mantap']",['bagus']
5,Pelayanan bagus,pelayanan bagus,pelayanan bagus,"['pelayanan', 'bagus']","['pelayanan', 'bagus']","['pelayanan', 'bagus']"
5,Pelayanan bagus,pelayanan bagus,pelayanan bagus,"['pelayanan', 'bagus']","['pelayanan', 'bagus']","['pelayanan', 'bagus']"
5,Pelayanan bagus,pelayanan bagus,pelayanan bagus,"['pelayanan', 'bagus']","['pelayanan', 'bagus']","['pelayanan', 'bagus']"
5,"Trimakasih , mudik gratisnya","trimakasih , mudik gratisnya",trimakasih mudik gratisnya,"['trimakasih', 'mudik', 'gratisnya']","['trimakasih', 'mudik', 'gratisnya']","['terima', 'kasih', 'pulang', 'kampung', 'gratisnya']"
5,"alhàmdulillah,bisa dapat kursi","alhàmdulillah,bisa dapat kursi",alhmdulillahbisa dapat kursi,"['alhmdulillahbisa', 'dapat', 'kursi']","['alhmdulillahbisa', 'kursi']","['alhmdulillahbisa', 'kursi']"
5,Cepat dan baik,cepat dan baik,cepat  baik,"['cepat', 'baik']",['cepat'],['cepat']
5,"Memuaskan pokoknya,pelayanan ramah...top bgt deh pokoknya....","memuaskan pokoknya,pelayanan ramah...top bgt deh pokoknya....",memuaskan pokoknyapelayanan ramahtop   pokoknya,"['memuaskan', 'pokoknyapelayanan', 'ramahtop', 'pokoknya']","['memuaskan', 'pokoknyapelayanan', 'ramahtop', 'pokoknya']","['memuaskan', 'pokoknyapelayanan', 'ramahtop', 'intinya']"
5,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,"['sangat', 'membantu', 'sekali']",['membantu'],['membantu']
5,Alhamdulillah terdaftar mudik gratis 1 keluarga. Terimakasih sudah Memudahakan orang lain. Semoga allah mudahkan balik,alhamdulillah terdaftar mudik gratis 1 keluarga. terimakasih sudah memudahakan orang lain. semoga allah mudahkan balik,alhamdulillah terdaftar mudik gratis keluarga terimakasih sudah memudahakan orang lain semoga allah mudahkan balik,"['alhamdulillah', 'terdaftar', 'mudik', 'gratis', 'keluarga', 'terimakasih', 'sudah', 'memudahakan', 'orang', 'lain', 'semoga', 'allah', 'mudahkan', 'balik']","['alhamdulillah', 'terdaftar', 'mudik', 'gratis', 'keluarga', 'terimakasih', 'memudahakan', 'orang', 'semoga', 'mudahkan']","['alhamdulillah', 'terdaftar', 'pulang', 'kampung', 'gratis', 'keluarga', 'terima', 'kasih', 'memudahakan', 'orang', 'semoga', 'mudahkan']"
5,Terimakasih untuk kementrian perhubungan atas mudik gratisnya yg sangat membantu,terimakasih untuk kementrian perhubungan atas mudik gratisnya yg sangat membantu,terimakasih untuk kementrian perhubungan atas mudik gratisnya  sangat membantu,"['terimakasih', 'untuk', 'kementrian', 'perhubungan', 'atas', 'mudik', 'gratisnya', 'sangat', 'membantu']","['terimakasih', 'kementrian', 'perhubungan', 'mudik', 'gratisnya', 'membantu']","['terima', 'kasih', 'kementrian', 'perhubungan', 'pulang', 'kampung', 'gratisnya', 'membantu']"
5,terimakasih sangat membantu,terimakasih sangat membantu,terimakasih sangat membantu,"['terimakasih', 'sangat', 'membantu']","['terimakasih', 'membantu']","['terima', 'kasih', 'membantu']"
5,Trimakasih untuk layanan mudik gratis,trimakasih untuk layanan mudik gratis,trimakasih untuk layanan mudik gratis,"['trimakasih', 'untuk', 'layanan', 'mudik', 'gratis']","['trimakasih', 'layanan', 'mudik', 'gratis']","['terima', 'kasih', 'layanan', 'pulang', 'kampung', 'gratis']"
5,lumayan war tiketnya... rebutan hbs,lumayan war tiketnya... rebutan hbs,lumayan  tiketnya rebutan ,"['lumayan', 'tiketnya', 'rebutan']","['lumayan', 'tiketnya', 'rebutan']","['cukup', 'baik', 'tiketnya', 'rebutan']"
5,Sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,"['sangat', 'membantu', 'sekali']",['membantu'],['membantu']
5,Kode verifikasi lama sekali kirimnya,kode verifikasi lama sekali kirimnya,kode verifikasi lama sekali kirimnya,"['kode', 'verifikasi', 'lama', 'sekali', 'kirimnya']","['kode', 'verifikasi', 'kirimnya']","['kode', 'verifikasi', 'kirimnya']"
5,min kok apknyaaa sering update :c,min kok apknyaaa sering update :c,  apknyaaa sering update ,"['apknyaaa', 'sering', 'update']","['apknyaaa', 'update']","['apknyaaa', 'pembaruan']"
5,keren dan terpercaya,keren dan terpercaya,keren  terpercaya,"['keren', 'terpercaya']","['keren', 'terpercaya']","['keren', 'terpercaya']"
5,Pelayanan terbaik,pelayanan terbaik,pelayanan terbaik,"['pelayanan', 'terbaik']","['pelayanan', 'terbaik']","['pelayanan', 'terbaik']"
5,Mudah mudahan Lancar Mudik 2023,mudah mudahan lancar mudik 2023,mudah mudahan lancar mudik,"['mudah', 'mudahan', 'lancar', 'mudik']","['mudah', 'mudahan', 'lancar', 'mudik']","['mudah', 'mudahan', 'lancar', 'pulang', 'kampung']"
5,sangat membantu terimakasih,sangat membantu terimakasih,sangat membantu terimakasih,"['sangat', 'membantu', 'terimakasih']","['membantu', 'terimakasih']","['membantu', 'terima', 'kasih']"
5,aplikasinya sangat membantu,aplikasinya sangat membantu,aplikasinya sangat membantu,"['aplikasinya', 'sangat', 'membantu']","['aplikasinya', 'membantu']","['aplikasi', 'nya', 'membantu']"
5,Belom keluar menu mudik gratisnya 🥲,belom keluar menu mudik gratisnya 🥲,belom keluar menu mudik gratisnya,"['belom', 'keluar', 'menu', 'mudik', 'gratisnya']","['belom', 'menu', 'mudik', 'gratisnya']","['belom', 'menu', 'pulang', 'kampung', 'gratisnya']"
5,Sangat membantu. Terimakasih,sangat membantu. terimakasih,sangat membantu terimakasih,"['sangat', 'membantu', 'terimakasih']","['membantu', 'terimakasih']","['membantu', 'terima', 'kasih']"
5,top sangat membantu,top sangat membantu, sangat membantu,"['sangat', 'membantu']",['membantu'],['membantu']
5,terimakasih layanannya dishub,terimakasih layanannya dishub,terimakasih layanannya dishub,"['terimakasih', 'layanannya', 'dishub']","['terimakasih', 'layanannya', 'dishub']","['terima', 'kasih', 'layanannya', 'dishub']"
5,mudik gratis 5 mnit hbis smua tiketnya 😭😭,mudik gratis 5 mnit hbis smua tiketnya 😭😭,mudik gratis mnit hbis smua tiketnya,"['mudik', 'gratis', 'mnit', 'hbis', 'smua', 'tiketnya']","['mudik', 'gratis', 'mnit', 'hbis', 'smua', 'tiketnya']","['pulang', 'kampung', 'gratis', 'mnit', 'hbis', 'semua', 'tiketnya']"
5,aplikasinya bagus,aplikasinya bagus,aplikasinya bagus,"['aplikasinya', 'bagus']","['aplikasinya', 'bagus']","['aplikasi', 'nya', 'bagus']"
5,aplikasi bagus..sangat membantu,aplikasi bagus..sangat membantu,aplikasi bagussangat membantu,"['aplikasi', 'bagussangat', 'membantu']","['aplikasi', 'bagussangat', 'membantu']","['aplikasi', 'bagussangat', 'membantu']"
5,pelayanan sangat baik,pelayanan sangat baik,pelayanan sangat baik,"['pelayanan', 'sangat', 'baik']",['pelayanan'],['pelayanan']
5,trmksh utk kementrian perhubungan yg telah mengadakan mudik gratis nataru lagi. semoga tetap berjalan tiap tahun..,trmksh utk kementrian perhubungan yg telah mengadakan mudik gratis nataru lagi. semoga tetap berjalan tiap tahun..,trmksh  kementrian perhubungan  telah mengadakan mudik gratis nataru lagi semoga tetap berjalan tiap tahun,"['trmksh', 'kementrian', 'perhubungan', 'telah', 'mengadakan', 'mudik', 'gratis', 'nataru', 'lagi', 'semoga', 'tetap', 'berjalan', 'tiap', 'tahun']","['trmksh', 'kementrian', 'perhubungan', 'mengadakan', 'mudik', 'gratis', 'nataru', 'semoga', 'berjalan']","['trmksh', 'kementrian', 'perhubungan', 'mengadakan', 'pulang', 'kampung', 'gratis', 'nataru', 'semoga', 'berjalan']"
5,Mau daftar mudik gratis ko udh habis ya dari jakarta ke jepara.,mau daftar mudik gratis ko udh habis ya dari jakarta ke jepara., daftar mudik gratis   habis  dari jakarta  jepara,"['daftar', 'mudik', 'gratis', 'habis', 'dari', 'jakarta', 'jepara']","['daftar', 'mudik', 'gratis', 'habis', 'jakarta', 'jepara']","['daftar', 'pulang', 'kampung', 'gratis', 'habis', 'jakarta', 'jepara']"
5,Sangat membantu aplikasi ini,sangat membantu aplikasi ini,sangat membantu aplikasi ,"['sangat', 'membantu', 'aplikasi']","['membantu', 'aplikasi']","['membantu', 'aplikasi']"
5,Sangatt menbantuuu cepettttt bangettt,sangatt menbantuuu cepettttt bangettt,sangatt menbantuuu cepettttt bangettt,"['sangatt', 'menbantuuu', 'cepettttt', 'bangettt']","['sangatt', 'menbantuuu', 'cepettttt', 'bangettt']","['sangatt', 'menbantuuu', 'cepettttt', 'bangettt']"
5,Terimakasih mitra darat yang telah memberikan mudik gratis,terimakasih mitra darat yang telah memberikan mudik gratis,terimakasih mitra darat yang telah memberikan mudik gratis,"['terimakasih', 'mitra', 'darat', 'yang', 'telah', 'memberikan', 'mudik', 'gratis']","['terimakasih', 'mitra', 'darat', 'mudik', 'gratis']","['terima', 'kasih', 'mitra', 'darat', 'pulang', 'kampung', 'gratis']"
5,Semoga beruntung dapat tiket gratis,semoga beruntung dapat tiket gratis,semoga beruntung dapat tiket gratis,"['semoga', 'beruntung', 'dapat', 'tiket', 'gratis']","['semoga', 'beruntung', 'tiket', 'gratis']","['semoga', 'beruntung', 'tiket', 'gratis']"
5,Mantap program mudik gratis jya👍,mantap program mudik gratis jya👍,mantap program mudik gratis ,"['mantap', 'program', 'mudik', 'gratis']","['mantap', 'program', 'mudik', 'gratis']","['bagus', 'program', 'pulang', 'kampung', 'gratis']"
5,Sangat membantu masyarakat,sangat membantu masyarakat,sangat membantu masyarakat,"['sangat', 'membantu', 'masyarakat']","['membantu', 'masyarakat']","['membantu', 'masyarakat']"
5,"terimakasih kemenhub,sudah mengadakan mudik bareng2023","terimakasih kemenhub,sudah mengadakan mudik bareng2023",terimakasih kemenhubsudah mengadakan mudik bareng,"['terimakasih', 'kemenhubsudah', 'mengadakan', 'mudik', 'bareng']","['terimakasih', 'kemenhubsudah', 'mengadakan', 'mudik', 'bareng']","['terima', 'kasih', 'kemenhubsudah', 'mengadakan', 'pulang', 'kampung', 'bareng']"
5,Belum ada fitur mudik,belum ada fitur mudik,belum  fitur mudik,"['belum', 'fitur', 'mudik']","['fitur', 'mudik']","['fitur', 'pulang', 'kampung']"
5,versi 1.1.8 belum ya,versi 1.1.8 belum ya,versi belum ,"['versi', 'belum']",['versi'],['versi']
5,aplikasi ini membantu banget,aplikasi ini membantu banget,aplikasi  membantu banget,"['aplikasi', 'membantu', 'banget']","['aplikasi', 'membantu', 'banget']","['aplikasi', 'membantu', 'sekali']"
