content,case folding
"Turunin harga dong, hehe,,,, Atau kasih diskon gitu, soalnya makin hari saya liat tiket makin mahal,,, Sebagai perantau hrs mikir berkali"" Klo mau pulang, soalnya tiketnya lumayan","turunin harga dong, hehe,,,, atau kasih diskon gitu, soalnya makin hari saya liat tiket makin mahal,,, sebagai perantau hrs mikir berkali"" klo mau pulang, soalnya tiketnya lumayan"
"Kai Acces memberikan Pelayanan yang luar biasa,Saya Jujur pribadi sudah Lebih dari 3x mengunakan jasa kai Acces,dan sampai detik ini gak pernah ada masalah,dari pelayanan nya, kesopanan anggota yg ada di dalam keretanya,berikut perjalanan,&Pengalaman yg baik saat menuju ke kampung halaman, Apresiasi untuk KAI Acces 🙏🤝","kai acces memberikan pelayanan yang luar biasa,saya jujur pribadi sudah lebih dari 3x mengunakan jasa kai acces,dan sampai detik ini gak pernah ada masalah,dari pelayanan nya, kesopanan anggota yg ada di dalam keretanya,berikut perjalanan,&pengalaman yg baik saat menuju ke kampung halaman, apresiasi untuk kai acces 🙏🤝"
Access by KAI ini aplikasi yg sangat membantu saya dalam mobilitas pergi ke luar kota dengan kereta. Sangat mudah cara memesannya dan mudah cara pembayarannya.,access by kai ini aplikasi yg sangat membantu saya dalam mobilitas pergi ke luar kota dengan kereta. sangat mudah cara memesannya dan mudah cara pembayarannya.
"Aplikasi sebagus ini koq pada bilang aplikasi sampah. Saya pengguna KAI Access sudah bertahun-tahun & aman² aja tuh. Proses pembatalannyapun juga mudah, dana langsung masuk ke rekening.","aplikasi sebagus ini koq pada bilang aplikasi sampah. saya pengguna kai access sudah bertahun-tahun & aman² aja tuh. proses pembatalannyapun juga mudah, dana langsung masuk ke rekening."
"Aplikasi ini sangat membantu, saya cukup puas selama memakai aplikasi ini. Tapi saya Tidak Tau cara merubah nomor HP pada aplikasi yang sudah ada/menambahakan aplikasi pada email yang sama juga Tidak bisa. Mohon lebih dimudahkan lagi, tapi tetap aman.🙏 Terimakasih","aplikasi ini sangat membantu, saya cukup puas selama memakai aplikasi ini. tapi saya tidak tau cara merubah nomor hp pada aplikasi yang sudah ada/menambahakan aplikasi pada email yang sama juga tidak bisa. mohon lebih dimudahkan lagi, tapi tetap aman.🙏 terimakasih"
"Baru pesan pertama kali ka lokal sudah gagal padahal pembayaran tidak melebihi estimasi waktu, saldo berkurang. Sudah laporan telp, email, cs. Hasilnya nihil, cuma sekedar janji. Sudah 3 bulan tidak ada kejelasan pengembalian dana. Tak kasih bintang 1 dulu. 2 jan 2023, tak tambah lagi bintangnya. Terima kasih saldo sudah kembali meskipun butuh waktu yang sangat lama.","baru pesan pertama kali ka lokal sudah gagal padahal pembayaran tidak melebihi estimasi waktu, saldo berkurang. sudah laporan telp, email, cs. hasilnya nihil, cuma sekedar janji. sudah 3 bulan tidak ada kejelasan pengembalian dana. tak kasih bintang 1 dulu. 2 jan 2023, tak tambah lagi bintangnya. terima kasih saldo sudah kembali meskipun butuh waktu yang sangat lama."
"Mohon tanggapan nya, disebutkan bahwa fitur baru nya bisa pesan 1 jam 
sebelum alias harga go show tapi saya mau pesan kok tidak bisa ya, tidak 
bisa di klik padahal masih ada jatah kursinya","mohon tanggapan nya, disebutkan bahwa fitur baru nya bisa pesan 1 jam 
sebelum alias harga go show tapi saya mau pesan kok tidak bisa ya, tidak 
bisa di klik padahal masih ada jatah kursinya"
Aplikasi yg sangat berguna dan bermanfaat sekali .... terus tingkatkan selalu performa aplikasi ini ... agar lebih banyak menarik minat para calon penumpang untuk beralih ke moda transportasi umum dgn menggunakan kereta . 🙏🏻,aplikasi yg sangat berguna dan bermanfaat sekali .... terus tingkatkan selalu performa aplikasi ini ... agar lebih banyak menarik minat para calon penumpang untuk beralih ke moda transportasi umum dgn menggunakan kereta . 🙏🏻
lebih cepat dan nyaman.,lebih cepat dan nyaman.
"Terimakasih kai acces, kami jadi bisa beli tiket tanpa harus pergi ke stasiun. Apl ini sdh lama saya nanti². Dalam versi lama, aplikasi ini sangat bagus dan tidak ada kendala apapun. Tetapi kenapa setelah update ke versi terbaru, pembelian tiket prosesnya lama, pdhal notifikasi pemotongan saldo dr link aja sdh muncul, tetapi dlam riwayat tiket saya tetap kosong. Setiap pembelian selalu seperti itu.","terimakasih kai acces, kami jadi bisa beli tiket tanpa harus pergi ke stasiun. apl ini sdh lama saya nanti². dalam versi lama, aplikasi ini sangat bagus dan tidak ada kendala apapun. tetapi kenapa setelah update ke versi terbaru, pembelian tiket prosesnya lama, pdhal notifikasi pemotongan saldo dr link aja sdh muncul, tetapi dlam riwayat tiket saya tetap kosong. setiap pembelian selalu seperti itu."
"Setelah menjadi access by kai koq gak lebih sulit mencari kota tujuan di kereta antar kota, contoh nulis madiun tapi tidak keluar stasiunnya..","setelah menjadi access by kai koq gak lebih sulit mencari kota tujuan di kereta antar kota, contoh nulis madiun tapi tidak keluar stasiunnya.."
"Biasanya aman saja pakai aplikasi ini, sudah lama saya menggunakannya. Tp akhir2 ini tidak bisa milih tiket, pas di uninstall trus install ulang malah tidak bisa login. Padahal jaringan pake wifi, untuk aplikasi lain yaa juga lancar. Mohon di perbaiki lagi","biasanya aman saja pakai aplikasi ini, sudah lama saya menggunakannya. tp akhir2 ini tidak bisa milih tiket, pas di uninstall trus install ulang malah tidak bisa login. padahal jaringan pake wifi, untuk aplikasi lain yaa juga lancar. mohon di perbaiki lagi"
Saya sangat dimudahkan dengan aplikasi KAI Access sehingga tidak perlu antri lagi di loket untuk pembelian tiket baik kereta lokal maupun go show. Lebih baik lagi jika terintergrasi dengan e-wallet lain seperti GoPay/OVO dan lain-lain sehingga pengguna tidak diwajibkan memiliki Link Aja seperti saat ini.,saya sangat dimudahkan dengan aplikasi kai access sehingga tidak perlu antri lagi di loket untuk pembelian tiket baik kereta lokal maupun go show. lebih baik lagi jika terintergrasi dengan e-wallet lain seperti gopay/ovo dan lain-lain sehingga pengguna tidak diwajibkan memiliki link aja seperti saat ini.
acces internet nya cepat,acces internet nya cepat
"Hai kak, saya pengguna kai acces sejak dulu. Namun beberapa waktu lalu saya ganti hp dan mau login kembali ke aplikasi kai acces namun kenapa akun saya susah di verifikasi. Di aplikasi tertulis email verifikasi sudah dikirim tapi sayang mengecek tidak pernah ada email masuk, sudah saya coba berkali kali. Mohon bantuannya segera kak. Karena melalui apl kai acces sangat membantu untuk memesan tiket","hai kak, saya pengguna kai acces sejak dulu. namun beberapa waktu lalu saya ganti hp dan mau login kembali ke aplikasi kai acces namun kenapa akun saya susah di verifikasi. di aplikasi tertulis email verifikasi sudah dikirim tapi sayang mengecek tidak pernah ada email masuk, sudah saya coba berkali kali. mohon bantuannya segera kak. karena melalui apl kai acces sangat membantu untuk memesan tiket"
"Aplikasinya bagus banget mempermudah penumpang membeli tiket kereta, bisa lihat jadwal kereta dan tarif per kelasnya, aksesnya juga mudah...simpel dan efisien banget, sangat membantu 👍🏻","aplikasinya bagus banget mempermudah penumpang membeli tiket kereta, bisa lihat jadwal kereta dan tarif per kelasnya, aksesnya juga mudah...simpel dan efisien banget, sangat membantu 👍🏻"
Inovasi luar biasa dari KAI dengan adanya fitur terbaru tidak usah datang ke stasiun hanya untuk menjadwal ulang ataupun membatalkan tiket. Recommended banget buat yang suka traveling yang ingin tidak usah repot-repot pesan ke stasiun. Harapannya untuk aplikasi ini mohon ditambahkan metoda pembayaran tiket kereta api lokal. Terimakasih,inovasi luar biasa dari kai dengan adanya fitur terbaru tidak usah datang ke stasiun hanya untuk menjadwal ulang ataupun membatalkan tiket. recommended banget buat yang suka traveling yang ingin tidak usah repot-repot pesan ke stasiun. harapannya untuk aplikasi ini mohon ditambahkan metoda pembayaran tiket kereta api lokal. terimakasih
"bila server internet dedicated di semua wilayah track KA tentunya takakan terjadi kendala, maaf di daerah2 masih sangat sering terjadi lost signal 4g dan mati listrik di BTS, tolong lebih bijak tiket 1 hour to go di buka 4 hour before seperti Di Aplikasi sebelumnya. Terimakasih","bila server internet dedicated di semua wilayah track ka tentunya takakan terjadi kendala, maaf di daerah2 masih sangat sering terjadi lost signal 4g dan mati listrik di bts, tolong lebih bijak tiket 1 hour to go di buka 4 hour before seperti di aplikasi sebelumnya. terimakasih"
"Buat saya gada gangguan berarti dan aplikasi interface nya mudah digunakan. Cuma saya mau bertanya nih semoga dijawab ya Bagaiamana cara mendapatkan point? Ketika saya membeli tiket melalui kau acces ko tidak pernah dapat poin yah? Padahal id sudah sesuai? Terus ini ada saran, mohon lah dipertimbangkan. Tolong permudahkan pembayaran ka lokal. Jangan hanya melalui linkaja, mohon menyediakan alternatif pembayaran lain apakah ovo ataupun melalui gerai retail dan mbangking. Terimakasih","buat saya gada gangguan berarti dan aplikasi interface nya mudah digunakan. cuma saya mau bertanya nih semoga dijawab ya bagaiamana cara mendapatkan point? ketika saya membeli tiket melalui kau acces ko tidak pernah dapat poin yah? padahal id sudah sesuai? terus ini ada saran, mohon lah dipertimbangkan. tolong permudahkan pembayaran ka lokal. jangan hanya melalui linkaja, mohon menyediakan alternatif pembayaran lain apakah ovo ataupun melalui gerai retail dan mbangking. terimakasih"
Sukses terus buat KAI. Aplikasinya sangat membantu. Dan respon admin yang menjawab pertanyaan seputar info yang saya tanyakan sangat responsif dan baik. Reschedule pun bisa di lakukan dengan mudah sekarang. Check-in pun juga lebih mudah dan cepat dengan e-boarding yang akan muncul 2jam sebelum keberangkatan melalui aplikasi ini. Sangat cocok untuk orang yang mempersiapkan perjalanan jauh-jauh hari seperti saya.,sukses terus buat kai. aplikasinya sangat membantu. dan respon admin yang menjawab pertanyaan seputar info yang saya tanyakan sangat responsif dan baik. reschedule pun bisa di lakukan dengan mudah sekarang. check-in pun juga lebih mudah dan cepat dengan e-boarding yang akan muncul 2jam sebelum keberangkatan melalui aplikasi ini. sangat cocok untuk orang yang mempersiapkan perjalanan jauh-jauh hari seperti saya.
"Aplikasi yg sangat membantu, dengan berbagai fitur saat ini memudahkan pemesanan tiket kereta dimana saja dan kapan saja. Sukses selalu KAI dan terus berkembang menjadi lebih baik","aplikasi yg sangat membantu, dengan berbagai fitur saat ini memudahkan pemesanan tiket kereta dimana saja dan kapan saja. sukses selalu kai dan terus berkembang menjadi lebih baik"
Jadi gampang untuk cancel tiket untuk nama sendiri ya & check in online Lebih ditingkatkan dunkz untuk cancel bisa atas nama yang masih 1 KK. Terkadang pesan tiket untuk orang tua tapi cancel mendadak jadi harus datang ke loket. Terima kasih,jadi gampang untuk cancel tiket untuk nama sendiri ya & check in online lebih ditingkatkan dunkz untuk cancel bisa atas nama yang masih 1 kk. terkadang pesan tiket untuk orang tua tapi cancel mendadak jadi harus datang ke loket. terima kasih
Makasih selalu ngasi tumpangan😍,makasih selalu ngasi tumpangan😍
mudah gampang cepet,mudah gampang cepet
"kurang memuaskan setelah diupdate banyak bug terjadi,kurang stabilnya sinyal padahal saya sudah memakai wifi dan datapun 4G+ tetapi tetep ada pemberitahuan koneksi anda bermasalah","kurang memuaskan setelah diupdate banyak bug terjadi,kurang stabilnya sinyal padahal saya sudah memakai wifi dan datapun 4g+ tetapi tetep ada pemberitahuan koneksi anda bermasalah"
Mohon bantuanya kai access sya gak Bisa melilih untuk jadwal kereta selalu data perjalanan tidak di temukan padahal sudah pakai wifi jaringan bagus.mohon solusi nya..,mohon bantuanya kai access sya gak bisa melilih untuk jadwal kereta selalu data perjalanan tidak di temukan padahal sudah pakai wifi jaringan bagus.mohon solusi nya..
keren banget sekarang kursi yang sudah dipesan ada keterangan laki-laki atau perempuan ⭐,keren banget sekarang kursi yang sudah dipesan ada keterangan laki-laki atau perempuan ⭐
Semakin cepat pelayanannya,semakin cepat pelayanannya
maaf saya biasanya pake versi web lebih mudah proses pembayaran dan gampang harusnya yang versi web dan app dibuat sama misal bisa milih bangku dan metode pembayaran beragam bisa di minarket transfer dll. tapi saya tidak bisa pesan tiket medan ke binjai di web padahal ke stasiun lain bisa ?,maaf saya biasanya pake versi web lebih mudah proses pembayaran dan gampang harusnya yang versi web dan app dibuat sama misal bisa milih bangku dan metode pembayaran beragam bisa di minarket transfer dll. tapi saya tidak bisa pesan tiket medan ke binjai di web padahal ke stasiun lain bisa ?
"Sdh pilih kereta...pas di klik..harus isi data member...sdh masukin data2 nya,,ada penjelasab no telp dan email ready exist...selalu sperti itu..knapa ya..akhirnya tdk bisa beli Bertahun2 pakai KAI Acses baik2 sj..skarang jd ga bisa mudah","sdh pilih kereta...pas di klik..harus isi data member...sdh masukin data2 nya,,ada penjelasab no telp dan email ready exist...selalu sperti itu..knapa ya..akhirnya tdk bisa beli bertahun2 pakai kai acses baik2 sj..skarang jd ga bisa mudah"
"Baru mau ngecek jadwal Time out melulu.. belum juga order,,. KAI.. perbaiki donk aplikasinya ?? Kenapa TDK ada perbaikan server dr KAI. Please dongg sangat mengecewakan ,hrs bolak balik unistal ,br bisa dipake.. utk orshn besar hrsnya servis aplikasi memuaskan...,, Bukan mengecewakan spt ini. Mana TDK ada tanggapan lagi","baru mau ngecek jadwal time out melulu.. belum juga order,,. kai.. perbaiki donk aplikasinya ?? kenapa tdk ada perbaikan server dr kai. please dongg sangat mengecewakan ,hrs bolak balik unistal ,br bisa dipake.. utk orshn besar hrsnya servis aplikasi memuaskan...,, bukan mengecewakan spt ini. mana tdk ada tanggapan lagi"
"Sebenernya aplikasi ini ga seburuk itu, memang kadang bermasalah tapi menurut saya pribadi aplikasi ini lebih banyak membantunya daripada bermasalahnya. Saya lumayan sering bepergian pakai kereta lokal dan jarang banget error. Mungkin ada beberapa aspek yang perlu diperbaiki tapi saya yakin ini bukan hal yang mudah dan saya juga yakin kalau tim pengembang aplikasi KAI tidak mungkin diam saja. Terima kasih KAI, semoga bisa selalu memberikan pelayanan terbaik untuk negeri!","sebenernya aplikasi ini ga seburuk itu, memang kadang bermasalah tapi menurut saya pribadi aplikasi ini lebih banyak membantunya daripada bermasalahnya. saya lumayan sering bepergian pakai kereta lokal dan jarang banget error. mungkin ada beberapa aspek yang perlu diperbaiki tapi saya yakin ini bukan hal yang mudah dan saya juga yakin kalau tim pengembang aplikasi kai tidak mungkin diam saja. terima kasih kai, semoga bisa selalu memberikan pelayanan terbaik untuk negeri!"
Sejauh ini lumayan baik.. Namun ketika akan melakukan pembatalan tiket dg NIK yg berbeda dg pemilik akun KAI Access maka tetap harus ke CS di Stasiun.. Alangkah lebih efektif jika bisa dg melampirkan foto KTP yg akan membatalkan tiket.. Jadi siapapun bisa batalin tiket menggunakan akun KAI Access siapapun..,sejauh ini lumayan baik.. namun ketika akan melakukan pembatalan tiket dg nik yg berbeda dg pemilik akun kai access maka tetap harus ke cs di stasiun.. alangkah lebih efektif jika bisa dg melampirkan foto ktp yg akan membatalkan tiket.. jadi siapapun bisa batalin tiket menggunakan akun kai access siapapun..
"Aplikasi busuk, pesan tiket aja susah bgt","aplikasi busuk, pesan tiket aja susah bgt"
"Local train sekarang cuma ada yg pagi doang kalo lewat apk? Kalo alasannya gara"" pembagian kuota antara online dan offline kalo bisa jangan per jam kereta kayak gini. Mending setengah"" per jam nya. Kalo kayak gini rasanya sama saja jadi harus ke stasiun lagi hmm.","local train sekarang cuma ada yg pagi doang kalo lewat apk? kalo alasannya gara"" pembagian kuota antara online dan offline kalo bisa jangan per jam kereta kayak gini. mending setengah"" per jam nya. kalo kayak gini rasanya sama saja jadi harus ke stasiun lagi hmm."
"Baru saja update aplikasi kenapa timeout terus ya? Tolong diperbaiki karena aplikasi ini selalu saya pakai untuk beli tiket kereta. Sebelumnya lancar-lancar aja kok, tidak ada kendala apapun. Sekali lagi, tolong diperbaiki ya. Terima kasih!","baru saja update aplikasi kenapa timeout terus ya? tolong diperbaiki karena aplikasi ini selalu saya pakai untuk beli tiket kereta. sebelumnya lancar-lancar aja kok, tidak ada kendala apapun. sekali lagi, tolong diperbaiki ya. terima kasih!"
"Sudah saatnya KAI meningkatkan fasilitas kursi Penumpang yg lebih memadai dan nyaman (modern) utk semua armada Kereta diseluruh jaringan tranfortasi Indonesia ,, Bukan justru sebaliknya berada dibawah standar fasilitas Angkutan Bus yg tarifnya lebih murah diberlakukan kpd Penumpang ,, sesuai perkembangan jaman yg lebih maju dan manusiawi 🙏","sudah saatnya kai meningkatkan fasilitas kursi penumpang yg lebih memadai dan nyaman (modern) utk semua armada kereta diseluruh jaringan tranfortasi indonesia ,, bukan justru sebaliknya berada dibawah standar fasilitas angkutan bus yg tarifnya lebih murah diberlakukan kpd penumpang ,, sesuai perkembangan jaman yg lebih maju dan manusiawi 🙏"
"Sejauh ini sih aplikasinya berjalan baik, cuma tadi pas pesan tiket online nomor gerbong dan nomor kursinya tidak muncul seperti biasanya,dan status pembayarannya juga sudah berhasil dan saldo sudah terpotong, padahal itu saldo terakhir aku karena m-banking dan ewallet juga udh ga ada uangnya, mana hari ini dompet ketinggalan, alhasil ini tidur dikantor karena temen juga ga punya uang lebih wkwkwk. Tapi sejauh ini baik baik saja, dan aku rasa itu hanya ksalahan dihari ini wkwkwk, ⭐5 untuk accees","sejauh ini sih aplikasinya berjalan baik, cuma tadi pas pesan tiket online nomor gerbong dan nomor kursinya tidak muncul seperti biasanya,dan status pembayarannya juga sudah berhasil dan saldo sudah terpotong, padahal itu saldo terakhir aku karena m-banking dan ewallet juga udh ga ada uangnya, mana hari ini dompet ketinggalan, alhasil ini tidur dikantor karena temen juga ga punya uang lebih wkwkwk. tapi sejauh ini baik baik saja, dan aku rasa itu hanya ksalahan dihari ini wkwkwk, ⭐5 untuk accees"
"Meskipun apk nya di update tapi gpp it's Oky meskipun sebelas dua belas dengan fitur yang sama, yang beda hanya tampilan dan tema nya saja, tapi yang sekarang lebih ribet sedikit ga seperti dulu satset tapi meskipun di up Semoga PT nya berjalan lancar dan bisa membantu orang² yang mau bepergian kemanapun dan di manapun🤩😍👍👍","meskipun apk nya di update tapi gpp it's oky meskipun sebelas dua belas dengan fitur yang sama, yang beda hanya tampilan dan tema nya saja, tapi yang sekarang lebih ribet sedikit ga seperti dulu satset tapi meskipun di up semoga pt nya berjalan lancar dan bisa membantu orang² yang mau bepergian kemanapun dan di manapun🤩😍👍👍"
"Agak gak nyaman klo kursinya diambil orang, udah bilang itu kursi saya, orangnya gamau pindah, percuma pilih dipinggir dekat jendela kalo akhirnya tetep aja dapet yg ga sesuai sama kursi kita. mungkin bisa dikasih kebijakan yg bener2 harus sesuai sama kursinya.","agak gak nyaman klo kursinya diambil orang, udah bilang itu kursi saya, orangnya gamau pindah, percuma pilih dipinggir dekat jendela kalo akhirnya tetep aja dapet yg ga sesuai sama kursi kita. mungkin bisa dikasih kebijakan yg bener2 harus sesuai sama kursinya."
